ID,year,Award_Title,Award_Amount,Award_Type,AwardEffectiveDate,Directorate (abbr),Directorate,Division (abbr),Division,Institution_name,Institution_Name_New,Institution_address,Institution_city,Institution_zip,Institution_state,Institution_congress_dist,Educational_inst,sbir,Institution_type
1721296,2017,SBIR Phase I:  Medical Devices for Real-time Radiation Dosimetry at Sub-millimeter Spatial Resolution,225000,Standard Grant,07/01/2017,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,eBeam Film LLC,eBeam Film LLC,240 LONG HILL CROSSO ROAD,SHELTON,064846161,Connecticut,04,0,1,Business
1721494,2017,SBIR Phase I:  Breathalyzer for Non-invasive Disease Detection Using a Single Ammonia Sensor,225000,Standard Grant,07/01/2017,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,"Health Esense, Inc.","Health Esense, Inc.",12 Stonefield Rd.,Avon,060012838,Connecticut,05,0,1,Business
1721968,2017,SBIR Phase I:  Removal of VOCs using Novel Photocatalytic Table-Top Luminaires,225000,Standard Grant,07/01/2017,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,SONATA SCIENTIFIC LLC,SONATA SCIENTIFIC LLC,41 EAGLE RD STE 1,DANBURY,068108802,Connecticut,05,0,1,Business
1722313,2017,STTR Phase I:  De Novo Production of Aroma Compounds by Nonconventional Recombinant Yeast,225000,Standard Grant,06/15/2017,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,"Arch InnoTek, LLC","Arch InnoTek, LLC","400 FARMINGTON AVE, R1703",FARMINGTON,060321913,Connecticut,05,0,1,Business
1738291,2017,SBIR Phase II:  Independent Science Learning through Serious Games with Expert Avatars and Complementary Stories,750000,Standard Grant,09/15/2017,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,THEBEAMER LLC,THEBEAMER LLC,87 Church St,East Hartford,061083720,Connecticut,01,0,1,Business
1745845,2017,SBIR Phase I:  Integrated  Additive Manufacturing,225000,Standard Grant,01/01/2018,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,Obsidian Advanced Manufacturing LLC,Obsidian Advanced Manufacturing LLC,900 GRAND AVE STE A,NEW HAVEN,065114973,Connecticut,03,0,1,Business
1746589,2017,SBIR Phase I:  Real-time arrhythmia detection and classification using a waterproof armband,225000,Standard Grant,01/01/2018,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,"Mobile Sense Technologies, Inc.","Mobile Sense Technologies, Inc.",400 Farmington Ave Ste 2858,Farmington,060321913,Connecticut,05,0,1,Business
1746744,2017,STTR Phase I:  Engineering Alternative Oxidation Activity in A. ferrooxidans For Enhanced Biohydrometallurgy Capabilities,225000,Standard Grant,01/01/2018,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,Ironic Chemicals LLC,Ironic Chemicals LLC,252 Old Oaks Rd,Fairfield,068251932,Connecticut,04,0,1,Business
1746897,2017,SBIR Phase I:  Curriculum Driven Gamification of Space Exploration,224850,Standard Grant,01/01/2018,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,Slooh LLC,Slooh LLC,176 W MORRIS RD,WASHINGTON DEPOT,067941304,Connecticut,05,0,1,Business
1819553,2018,SBIR Phase I:  IMPROVING BEHAVIORAL ASSESSMENT OF CHILDREN DIAGNOSED WITH AUTISM SPECTRUM DISORDER THROUGH ENHANCED DATA ACQUISITION,223565,Standard Grant,06/15/2018,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,SPINRISE TECHNOLOGIES LLC.,SPINRISE TECHNOLOGIES LLC.,14 Kachina Way,Madison,064431962,Connecticut,02,0,1,Business
1853071,2018,SBIR Phase II:  Re-engineered skin bacteria as a novel topical drug delivery system,719727,Standard Grant,04/01/2019,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,Azitra Inc.,Azitra Inc.,21 BUSINESS PARK DR STE A,BRANFORD,064052935,Connecticut,03,0,1,Business
1914078,2019,SBIR Phase I:  Defining the Multimodal Signature of Stroke,225000,Standard Grant,07/01/2019,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,"ALVA HEALTH, INC.","ALVA HEALTH, INC.",,,065102100,Connecticut,03,0,1,Business
1927003,2019,SBIR Phase II:  Removal of VOCs using novel photocatalytic materials and systems,727836,Standard Grant,10/01/2019,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,SONATA SCIENTIFIC LLC,SONATA SCIENTIFIC LLC,41 EAGLE RD STE 1,DANBURY,068108802,Connecticut,05,0,1,Business
2014765,2020,SBIR Phase I:  A multi-armed and customizable polymer adhesive for expending lifetimes of active ingredients in topical products,225000,Standard Grant,05/15/2020,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,"HOUR 72, INC.","HOUR 72, INC.",1392 STORRS RD UNIT 4213 LABS 10,STORRS MANSFIELD,062690001,Connecticut,02,0,1,Business
2014870,2020,STTR Phase I:  SynchronyGamma – A Music-Based Intervention for Alzheimer’s and MCI,224846,Standard Grant,06/01/2020,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,"OSCILLOSCAPE, LLC","OSCILLOSCAPE, LLC",400 FARMINGTON AVE,FARMINGTON,060321913,Connecticut,05,0,1,Business
2030025,2020,SBIR Phase I:  Photoactivated coatings & cleaners to disable COVID-19 on hospital high touch surfaces,256000,Standard Grant,07/01/2020,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,SONATA SCIENTIFIC LLC,SONATA SCIENTIFIC LLC,41 EAGLE RD STE 1,DANBURY,068108802,Connecticut,05,0,1,Business
2035736,2020,SBIR Phase I:  Dynamic Night Splint,256000,Standard Grant,12/01/2020,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,"KENAI DESIGN, LLC","KENAI DESIGN, LLC",42 GREENLEAF FARMS RD,NEWTOWN,064701866,Connecticut,05,0,1,Business
2036226,2020,SBIR Phase I:  Rapid Development of a Protein Vaccine for COVID-19,256000,Standard Grant,10/01/2020,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,"OMNICYTE, LLC","OMNICYTE, LLC",3 INDIAN COVE RD,GUILFORD,064373323,Connecticut,03,0,1,Business
2051900,2020,SBIR Phase I:  CANCER DIAGNOSTIC TOOL USING CANCER GENOMIC SIGNATURES TO DETERMINE CANCER TYPE,255987,Standard Grant,04/01/2021,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,"VYNANCE TECHNOLOGIES, LLC","VYNANCE TECHNOLOGIES, LLC",980 HOPE ST,STAMFORD,069072203,Connecticut,04,0,1,Business
2052290,2020,SBIR Phase I:  A novel class of molecular vehicles for the targeted and precise integration of specified genetic information into the genomes of host cells and organisms,256000,Standard Grant,07/15/2021,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,STELLATE DNA LLC,STELLATE DNA LLC,400 FARMINGTON AVE STE 1702,FARMINGTON,060321913,Connecticut,05,0,1,Business
2100092,2021,SBIR Phase I:  A Transformational Method to Extract Polychlorinated Biphenyls (PCBs) from Building Masonry,256000,Standard Grant,05/15/2021,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,MARLEY ENVIRONMENTAL INC,MARLEY ENVIRONMENTAL INC,26 E WOODHAVEN DR,AVON,060012425,Connecticut,05,0,1,Business
2110659,2021,SBIR Phase I:  Safer batteries to mitigate injuries from accidental ingestion in children,256000,Standard Grant,03/01/2022,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,"LANDSDOWNE LABS, LLC","LANDSDOWNE LABS, LLC",1073 N BENSON RD,FAIRFIELD,068245171,Connecticut,04,0,1,Business
2111686,2021,SBIR Phase I:  A mental health screening tool for youth using AI and game-based technology,256000,Standard Grant,03/01/2022,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,FUTURESTHRIVE LTD,FUTURESTHRIVE LTD,11 STANLEY RD,DARIEN,068203829,Connecticut,04,0,1,Business
2111742,2021,SBIR Phase I:  Hybrid surgical stapler with tissue sensing technology,255881,Standard Grant,05/01/2021,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,REVMEDICA INC.,REVMEDICA INC.,73 OAK TER,DURHAM,064221507,Connecticut,03,0,1,Business
2112027,2021,STTR Phase I:  Using AI to develop a red blood cell health index for the monitoring of sickle cell disease,255887,Standard Grant,08/01/2021,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,KOVADX INC,KOVADX INC,470 JAMES ST STE 007,NEW HAVEN,065133175,Connecticut,03,0,1,Business
2112033,2021,STTR Phase I:  Broad Spectrum Antimicrobial Surface Coating (COVID-19),256000,Standard Grant,02/15/2022,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,"NANOIONIX, LLC","NANOIONIX, LLC",400 FARMINGTON AVE RM 1855,FARMINGTON,060321913,Connecticut,05,0,1,Business
2126637,2021,SBIR Phase I:  A robotic system for removal of invasive plant species,240060,Standard Grant,08/15/2021,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,BIRDHABITATBOT LLC,BIRDHABITATBOT LLC,515 PLEASANT ST,WILLIMANTIC,062263221,Connecticut,02,0,1,Business
2151168,2021,SBIR Phase I:  Faecalibacterium prausnitzii supernatant oral formulations to improve insulin sensitivity and treat prediabetes,256000,Standard Grant,03/01/2022,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,BACTANA CORP.,BACTANA CORP.,400 FARMINGTON AVE.,FARMINGTON,060321913,Connecticut,05,0,1,Business
2151477,2021,SBIR Phase I:  Continuous Manufacturing for Nucleic Acid Lipid Nanoparticles to Improve the Supply Chain of Therapeutics and Vaccines (COVID-19),256000,Standard Grant,02/15/2022,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,DIANT PHARMA INC.,DIANT PHARMA INC.,1392 STORRS RD UNIT 4213,STORRS,062694213,Connecticut,02,0,1,Business
2208230,2022,SBIR Phase I:  Personalized Cancer Screening,255995,Standard Grant,05/15/2022,TIP,"Dir for Tech, Innovation, & Partnerships",TI,Translational Impacts,ENCAPSULATE LLC,ENCAPSULATE LLC,400 FARMINGTON AVE,FARMINGTON,060321913,Connecticut,05,0,1,Business
1100427,2011,GOALI: Oxide Scale Development in Coated High-Temperature Alloys for Solid-Oxide Fuel Cell Interconnects,310274,Standard Grant,06/01/2011,ENG,Directorate For Engineering,CMMI,"Div Of Civil, Mechanical, & Manufact Inn",University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1100507,2011,GOALI/Collaborative Research:  Electrically-Enhanced Precision MicroRolling,268022,Standard Grant,04/01/2011,ENG,Directorate For Engineering,CMMI,"Div Of Civil, Mechanical, & Manufact Inn",University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1100905,2011,Strong LHC Physics on the Lattice,120000,Continuing Grant,09/01/2011,MPS,Direct For Mathematical & Physical Scien,PHY,Division Of Physics,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1101254,2011,Scattering in Ultracold Samples,261000,Continuing Grant,09/01/2011,MPS,Direct For Mathematical & Physical Scien,PHY,Division Of Physics,University of Connecticut,University of Connecticut,438 WHITNEY RD EXTENSION UNIT 11,STORRS,062691133,Connecticut,02,1,0,Higher Education
1101377,2011,"Wall-crossing, stability conditions and mirror symmetry",126000,Standard Grant,09/01/2011,MPS,Direct For Mathematical & Physical Scien,DMS,Division Of Mathematical Sciences,University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1101380,2011,"Geometrie Algebrique en Liberte, GAeL",27819,Continuing Grant,04/01/2011,MPS,Direct For Mathematical & Physical Scien,DMS,Division Of Mathematical Sciences,Yale University,Yale University,105 WALL ST,New Haven,065208327,Connecticut,03,1,0,Higher Education
1101572,2011,"RUI: Open, coupled and extended dynamical systems with nonuniform hyperbolicity",130000,Standard Grant,06/01/2011,MPS,Direct For Mathematical & Physical Scien,DMS,Division Of Mathematical Sciences,Fairfield University,Fairfield University,1073 North Benson Road,Fairfield,068245195,Connecticut,04,1,0,Higher Education
1102178,2011,Adaptive Control Based on the Use of Collective Information from Multiple Models,348201,Standard Grant,09/01/2011,ENG,Directorate For Engineering,ECCS,"Div Of Electrical, Commun & Cyber Sys",Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1102230,2011,DNA Sequencing with Nanopores and Transverse Tunneling,360000,Continuing Grant,06/01/2011,ENG,Directorate For Engineering,ECCS,"Div Of Electrical, Commun & Cyber Sys",University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1102645,2011,Doctoral Dissertation Research: Relative Socio-Economic Resources and Family Outcomes,0,Standard Grant,04/15/2011,SBE,"Direct For Social, Behav & Economic Scie",SES,Divn Of Social and Economic Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1103441,2011,"RAPID: Rescue excavation of fossils of late Middle Pleistocene Homo from the Kapthurin Formation, Kenya",55197,Standard Grant,12/15/2010,SBE,"Direct For Social, Behav & Economic Scie",BCS,Division Of Behavioral and Cognitive Sci,University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1104328,2011,"Workshop/Collaborative Research:  2011 NSF CAREER Proposal Writing Workshop; University of Connecticut; Storrs, Connecticut; April 4-5, 2011",25000,Standard Grant,02/15/2011,ENG,Directorate For Engineering,CMMI,"Div Of Civil, Mechanical, & Manufact Inn",University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1104974,2011,First Principles Investigations of Boron Nanostructures,300000,Continuing Grant,08/01/2011,MPS,Direct For Mathematical & Physical Scien,DMR,Division Of Materials Research,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1105776,2011,Noncommutative Techniques in Knot Theory,130436,Standard Grant,09/15/2011,MPS,Direct For Mathematical & Physical Scien,DMS,Division Of Mathematical Sciences,Wesleyan University,Wesleyan University,237 HIGH ST,Middletown,064593208,Connecticut,03,1,0,Higher Education
1105930,2011,Journey to the Centre of Stars: Testing Stellar Evolution with Asteroseismology,345485,Continuing Grant,08/01/2011,MPS,Direct For Mathematical & Physical Scien,AST,Division Of Astronomical Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1105975,2011,Nanocomposite Magnetoelectric Films,169731,Standard Grant,06/01/2011,MPS,Direct For Mathematical & Physical Scien,DMR,Division Of Materials Research,University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
